John G. Richardson , PERSON , 2009_ocr_10.2307_40267998.txt.out
Party , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
6 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2010 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Party , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Cultural Revolution , MISC , 2011_ocr_10.2307_23045693.txt.out
Deng Xiaoping , PERSON , 2011_ocr_10.2307_23045693.txt.out
One , NUMBER , 2011_ocr_10.2307_23045693.txt.out
157-58 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1978 , DATE , 2011_ocr_10.2307_23045693.txt.out
Law Dictionary , MISC , 2011_ocr_10.2307_23045693.txt.out
9th , ORDINAL , 2011_ocr_10.2307_23045693.txt.out
2009 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
940 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
59 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
late , DATE , 2011_ocr_10.2307_23045693.txt.out
2000s , DATE , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
1978-2010 , DATE , 2011_ocr_10.2307_23045693.txt.out
1978 , DATE , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
2011 , DATE , 2011_ocr_10.2307_23045693.txt.out
china , LOCATION , 2011_ocr_10.2307_23045693.txt.out
941 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1950s , DATE , 2011_ocr_10.2307_23045693.txt.out
Maoist , MISC , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Party , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
.8 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Party , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
.9 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1980s , DATE , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
1982 , DATE , 2011_ocr_10.2307_23045693.txt.out
.10 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1991 , DATE , 2011_ocr_10.2307_23045693.txt.out
.11 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
.12 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
.13 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
7 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
PRC , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Maoist , MISC , 2011_ocr_10.2307_23045693.txt.out
1950s , DATE , 2011_ocr_10.2307_23045693.txt.out
Glenn Tiffert , PERSON , 2011_ocr_10.2307_23045693.txt.out
1950s , DATE , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Stephanie Balme , PERSON , 2011_ocr_10.2307_23045693.txt.out
Michael Dowdle , PERSON , 2011_ocr_10.2307_23045693.txt.out
2009 , DATE , 2011_ocr_10.2307_23045693.txt.out
8 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Philip Huang , PERSON , 2011_ocr_10.2307_23045693.txt.out
Civtl Justice , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
107-08 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2010 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
9 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Stanley Lubman , PERSON , 2011_ocr_10.2307_23045693.txt.out
Bird , PERSON , 2011_ocr_10.2307_23045693.txt.out
40-70 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2000 , DATE , 2011_ocr_10.2307_23045693.txt.out
10 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Richard Cullen , PERSON , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Chinese Justice : Civil Dispute Resolu , MISC , 2011_ocr_10.2307_23045693.txt.out
Contemporary China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Margaret Woo & Mary Gallagher , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
2011 , DATE , 2011_ocr_10.2307_23045693.txt.out
11 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Zhonghua , PERSON , 2011_ocr_10.2307_23045693.txt.out
Apr. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
Oct. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
9 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
www.chinacourt.org/flwk/show.php?file_id=122225 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
12 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Lubman , PERSON , 2011_ocr_10.2307_23045693.txt.out
9 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Cullen , PERSON , 2011_ocr_10.2307_23045693.txt.out
10 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
38-43 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
13 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1999 , DATE , 2011_ocr_10.2307_23045693.txt.out
sixty , NUMBER , 2011_ocr_10.2307_23045693.txt.out
percent , PERCENT , 2011_ocr_10.2307_23045693.txt.out
one , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Hebei , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Sida Liu , PERSON , 2011_ocr_10.2307_23045693.txt.out
Lower Court , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
31 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
75 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
96-97 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2006 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
thirty-three , PERCENT , 2011_ocr_10.2307_23045693.txt.out
1999 , DATE , 2011_ocr_10.2307_23045693.txt.out
seventeen , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1980s , DATE , 2011_ocr_10.2307_23045693.txt.out
942 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
59 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1989 , DATE , 2011_ocr_10.2307_23045693.txt.out
Litigation Law , MISC , 2011_ocr_10.2307_23045693.txt.out
2003 , DATE , 2011_ocr_10.2307_23045693.txt.out
Licensing Law , MISC , 2011_ocr_10.2307_23045693.txt.out
2007 , DATE , 2011_ocr_10.2307_23045693.txt.out
on Open , MISC , 2011_ocr_10.2307_23045693.txt.out
.14 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
.15 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Western , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
2001 , DATE , 2011_ocr_10.2307_23045693.txt.out
.16 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Maoist , MISC , 2011_ocr_10.2307_23045693.txt.out
.17 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
.18 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Supreme People 's Court , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
.19 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
14 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Zhonghua , PERSON , 2011_ocr_10.2307_23045693.txt.out
Apr. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
50 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
-02 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
15 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Cullen , PERSON , 2011_ocr_10.2307_23045693.txt.out
10 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
30-33 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
16 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Ethan Michelson , PERSON , 2011_ocr_10.2307_23045693.txt.out
32-42 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2005 , DATE , 2011_ocr_10.2307_23045693.txt.out
876472 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
2002 , DATE , 2011_ocr_10.2307_23045693.txt.out
17 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Cullen , PERSON , 2011_ocr_10.2307_23045693.txt.out
10 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
26-30 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Aaron Halegua , PERSON , 2011_ocr_10.2307_23045693.txt.out
People 's Mediation System in Urban China , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
35 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Kong , LOCATION , 2011_ocr_10.2307_23045693.txt.out
715 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
718-24 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2005 , DATE , 2011_ocr_10.2307_23045693.txt.out
18 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Huang , PERSON , 2011_ocr_10.2307_23045693.txt.out
8 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
129 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
19 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Cullen , PERSON , 2011_ocr_10.2307_23045693.txt.out
10 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
26-30 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2011 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
china , LOCATION , 2011_ocr_10.2307_23045693.txt.out
943 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
.20 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
World Trade Organization , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
2001.21 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
SPC , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
first , ORDINAL , 2011_ocr_10.2307_23045693.txt.out
1999 , DATE , 2011_ocr_10.2307_23045693.txt.out
.22 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
.23 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
1980s , DATE , 2011_ocr_10.2307_23045693.txt.out
2000s , DATE , 2011_ocr_10.2307_23045693.txt.out
seventy , PERCENT , 2011_ocr_10.2307_23045693.txt.out
thirty , PERCENT , 2011_ocr_10.2307_23045693.txt.out
.24 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1989 , DATE , 2011_ocr_10.2307_23045693.txt.out
zero , NUMBER , 2011_ocr_10.2307_23045693.txt.out
100000 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2001.25 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Party , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
2006.26 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
27 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
.28 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Huang , PERSON , 2011_ocr_10.2307_23045693.txt.out
8 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
129 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Randle Edwards , PERSON , 2011_ocr_10.2307_23045693.txt.out
Thirty , NUMBER , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
Columbia Law School Role , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
23 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
3 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2009 , DATE , 2011_ocr_10.2307_23045693.txt.out
21 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Clinton , PERSON , 2011_ocr_10.2307_23045693.txt.out
Paul Gewirtz , PERSON , 2011_ocr_10.2307_23045693.txt.out
11 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Mary Bill Rts , PERSON , 2011_ocr_10.2307_23045693.txt.out
603 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2003 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
22 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
People 's Courts , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
Oct. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
23 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Andrew Nathan , PERSON , 2011_ocr_10.2307_23045693.txt.out
14 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
6 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
14-15 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2003 , DATE , 2011_ocr_10.2307_23045693.txt.out
24 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Cullen , PERSON , 2011_ocr_10.2307_23045693.txt.out
10 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
43 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1.1 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
25 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Kevin O'Brien , PERSON , 2011_ocr_10.2307_23045693.txt.out
Li Lianjiang , PERSON , 2011_ocr_10.2307_23045693.txt.out
Rural China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
51 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Journal , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
96 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2004 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
26 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Zhou , PERSON , 2011_ocr_10.2307_23045693.txt.out
4 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
27 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2010 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2010 , DATE , 2011_ocr_10.2307_23045693.txt.out
Mar. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
28 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
944 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
59 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Maoist , MISC , 2011_ocr_10.2307_23045693.txt.out
Ben Liebman , PERSON , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
1930s , DATE , 2011_ocr_10.2307_23045693.txt.out
1940s , DATE , 2011_ocr_10.2307_23045693.txt.out
Party , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
day , TIME , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
1998 , DATE , 2011_ocr_10.2307_23045693.txt.out
.30 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
SPC , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
thirty-one , PERCENT , 2011_ocr_10.2307_23045693.txt.out
2004 , DATE , 2011_ocr_10.2307_23045693.txt.out
sixty-two , PERCENT , 2011_ocr_10.2307_23045693.txt.out
2009 , DATE , 2011_ocr_10.2307_23045693.txt.out
1.33 million , DURATION , 2011_ocr_10.2307_23045693.txt.out
3.59 million , DURATION , 2011_ocr_10.2307_23045693.txt.out
five years , DURATION , 2011_ocr_10.2307_23045693.txt.out
31 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2007 , DATE , 2011_ocr_10.2307_23045693.txt.out
.32 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
SPC , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
4 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Dec. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
124166 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Xingshi Hejie , MISC , 2011_ocr_10.2307_23045693.txt.out
Criminal Mediation , MISC , 2011_ocr_10.2307_23045693.txt.out
2010 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
29 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Ben Liebman , PERSON , 2011_ocr_10.2307_23045693.txt.out
Mao , PERSON , 2011_ocr_10.2307_23045693.txt.out
Sebastian Heilman , PERSON , 2011_ocr_10.2307_23045693.txt.out
Elizabeth J. Perry , PERSON , 2011_ocr_10.2307_23045693.txt.out
2010 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
30 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1987-2008 , DATE , 2011_ocr_10.2307_23045693.txt.out
1987-2008 , DATE , 2011_ocr_10.2307_23045693.txt.out
-12 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
31/content _ , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2010 , DATE , 2011_ocr_10.2307_23045693.txt.out
2009 , DATE , 2011_ocr_10.2307_23045693.txt.out
twenty , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2007 , DATE , 2011_ocr_10.2307_23045693.txt.out
Zui , PERSON , 2011_ocr_10.2307_23045693.txt.out
2010 , DATE , 2011_ocr_10.2307_23045693.txt.out
2009 , DATE , 2011_ocr_10.2307_23045693.txt.out
Work Report , MISC , 2011_ocr_10.2307_23045693.txt.out
2010 , DATE , 2011_ocr_10.2307_23045693.txt.out
P.R.C. , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
31 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2005 , DATE , 2011_ocr_10.2307_23045693.txt.out
2005 , DATE , 2011_ocr_10.2307_23045693.txt.out
Work Report , MISC , 2011_ocr_10.2307_23045693.txt.out
2004 , DATE , 2011_ocr_10.2307_23045693.txt.out
Zui , PERSON , 2011_ocr_10.2307_23045693.txt.out
2010 , DATE , 2011_ocr_10.2307_23045693.txt.out
2009 , DATE , 2011_ocr_10.2307_23045693.txt.out
Work Report , MISC , 2011_ocr_10.2307_23045693.txt.out
2009 , DATE , 2011_ocr_10.2307_23045693.txt.out
32 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2007 , DATE , 2011_ocr_10.2307_23045693.txt.out
2007 , DATE , 2011_ocr_10.2307_23045693.txt.out
Work Report , MISC , 2011_ocr_10.2307_23045693.txt.out
30.41 , PERCENT , 2011_ocr_10.2307_23045693.txt.out
percent , PERCENT , 2011_ocr_10.2307_23045693.txt.out
55.06 , PERCENT , 2011_ocr_10.2307_23045693.txt.out
first , ORDINAL , 2011_ocr_10.2307_23045693.txt.out
Zui , PERSON , 2011_ocr_10.2307_23045693.txt.out
2008 , DATE , 2011_ocr_10.2307_23045693.txt.out
2008 , DATE , 2011_ocr_10.2307_23045693.txt.out
Work Report , MISC , 2011_ocr_10.2307_23045693.txt.out
-03 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
7837838.htm , NUMBER , 2011_ocr_10.2307_23045693.txt.out
china , LOCATION , 2011_ocr_10.2307_23045693.txt.out
945 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
.33 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
first , ORDINAL , 2011_ocr_10.2307_23045693.txt.out
2002 , DATE , 2011_ocr_10.2307_23045693.txt.out
Chi , PERSON , 2011_ocr_10.2307_23045693.txt.out
Maoist-era , MISC , 2011_ocr_10.2307_23045693.txt.out
1980s , DATE , 2011_ocr_10.2307_23045693.txt.out
1990s , DATE , 2011_ocr_10.2307_23045693.txt.out
.34 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2010 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
People 's Mediation , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
.35 , DURATION , 2011_ocr_10.2307_23045693.txt.out
thirty days , DURATION , 2011_ocr_10.2307_23045693.txt.out
one , NUMBER , 2011_ocr_10.2307_23045693.txt.out
.36 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
2007 , DATE , 2011_ocr_10.2307_23045693.txt.out
SPC , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
.37 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
day , TIME , 2011_ocr_10.2307_23045693.txt.out
day , TIME , 2011_ocr_10.2307_23045693.txt.out
50.74 , PERCENT , 2011_ocr_10.2307_23045693.txt.out
33 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Ma Teng , PERSON , 2011_ocr_10.2307_23045693.txt.out
95.7 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Civil Mediation Rates for Suide Court , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
95.7 , PERCENT , 2011_ocr_10.2307_23045693.txt.out
May , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
4709 , DATE , 2011_ocr_10.2307_23045693.txt.out
34 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Halegua , PERSON , 2011_ocr_10.2307_23045693.txt.out
17 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
722-29 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
35 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Zhonghua , PERSON , 2011_ocr_10.2307_23045693.txt.out
Standing Comm , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
Nat'l People 's Cong. , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
Aug. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
Jan. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
18 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
36 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
32-33 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
37 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Supreme People 's Court Opinion , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
Harmonious Society , MISC , 2011_ocr_10.2307_23045693.txt.out
Mar. , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
946 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
59 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
.38 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
one , NUMBER , 2011_ocr_10.2307_23045693.txt.out
one , NUMBER , 2011_ocr_10.2307_23045693.txt.out
.39 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
third , ORDINAL , 2011_ocr_10.2307_23045693.txt.out
2004 , DATE , 2011_ocr_10.2307_23045693.txt.out
Chinese , MISC , 2011_ocr_10.2307_23045693.txt.out
Party , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
.40 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
one , NUMBER , 2011_ocr_10.2307_23045693.txt.out
.41 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
one , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Hualing Fu , PERSON , 2011_ocr_10.2307_23045693.txt.out
38 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
54-76 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
39 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Beijing , LOCATION , 2011_ocr_10.2307_23045693.txt.out
July , DATE , 2011_ocr_10.2307_23045693.txt.out
 , DATE , 2011_ocr_10.2307_23045693.txt.out
Vicki Waye , PERSON , 2011_ocr_10.2307_23045693.txt.out
Ping Xiong , PERSON , 2011_ocr_10.2307_23045693.txt.out
China , LOCATION , 2011_ocr_10.2307_23045693.txt.out
6 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
1 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
19-24 , DATE , 2011_ocr_10.2307_23045693.txt.out
2011 , DATE , 2011_ocr_10.2307_23045693.txt.out
40 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
Ai Jiahui , PERSON , 2011_ocr_10.2307_23045693.txt.out
Weiwen , PERSON , 2011_ocr_10.2307_23045693.txt.out
Logic of Social Stabilization , ORGANIZATION , 2011_ocr_10.2307_23045693.txt.out
1-2 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
41 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
2011 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
china , LOCATION , 2011_ocr_10.2307_23045693.txt.out
947 , NUMBER , 2011_ocr_10.2307_23045693.txt.out
